dtype,tasks,dim,num_transforms,mean_neighbors_target,max_neighbors,skew,filter_ratio,transform_active_ratio,early_exit_ratio,pareto_alpha,seed,total_edges,mean_count,p90_count,max_count,chunk_tokens,persistent_blocks,metadata_builder,variant,worklist_builder,order,ticket_batch_size,gpu_kernel_ms,cpu_preprocess_ms,h2d_metadata_ms,gpu_preprocess_ms,gpu_metadata_ms,end_to_end_ms,speedup_vs_static_node,end_to_end_speedup_vs_static_node,max_abs_diff
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,256,gpu,persistent_chunked,gpu,identity,4,0.028772300481796263,0.0,0.0,0.21350001043174416,0.13320600555744022,0.24227231091354043,0.5512315547489213,0.9467041837970477,7.62939453125e-06
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,256,gpu,static_chunked,gpu,bucket,0,0.015716199576854707,0.0,0.0,0.20638601563405246,0.13320600555744022,0.22210221521090717,1.0091625428097168,1.03267862565994,3.814697265625e-06
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,256,gpu,persistent_chunked,gpu,bucket,1,0.022516199946403505,0.0,0.0,0.20638601563405246,0.13320600555744022,0.22890221558045595,0.7043906150254732,1.0020008315708544,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,256,gpu,persistent_chunked,gpu,bucket,4,0.02875230014324188,0.0,0.0,0.20638601563405246,0.13320600555744022,0.23513831577729433,0.551614995992297,0.9754267806241367,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,512,gpu,static_chunked,gpu,identity,0,0.016000199317932128,0.0,0.0,0.21498400019481778,0.13524999667424709,0.2309841995127499,1.0,1.0,3.814697265625e-06
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,512,gpu,persistent_chunked,gpu,identity,1,0.022516199946403505,0.0,0.0,0.21498400019481778,0.13524999667424709,0.23750020014122128,0.7106083333785561,0.9725642310002397,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,512,gpu,persistent_chunked,gpu,identity,4,0.02894429862499237,0.0,0.0,0.21498400019481778,0.13524999667424709,0.24392829881981015,0.5527927805483781,0.9469348190854147,7.62939453125e-06
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,512,gpu,static_chunked,gpu,bucket,0,0.015572200715541839,0.0,0.0,0.20799999765586108,0.13524999667424709,0.2235721983714029,1.0274847858827767,1.0331526066091368,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,512,gpu,persistent_chunked,gpu,bucket,1,0.02231220006942749,0.0,0.0,0.20799999765586108,0.13524999667424709,0.23031219772528858,0.7171054072724922,1.0029177863530392,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,512,gpu,persistent_chunked,gpu,bucket,4,0.028496301174163817,0.0,0.0,0.20799999765586108,0.13524999667424709,0.2364962988300249,0.5614833735838922,0.9766926613881739,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,1024,gpu,static_chunked,gpu,identity,0,0.015728199481964113,0.0,0.0,0.2269260148750618,0.13278500409796834,0.24265421435702592,1.0,1.0,1.9073486328125e-06
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,1024,gpu,persistent_chunked,gpu,identity,1,0.02249619960784912,0.0,0.0,0.2269260148750618,0.13278500409796834,0.24942221448291094,0.6991491788006898,0.9728652873204735,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,1024,gpu,persistent_chunked,gpu,identity,4,0.028660300374031066,0.0,0.0,0.2269260148750618,0.13278500409796834,0.25558631524909287,0.5487799945116885,0.9494022170965476,7.62939453125e-06
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,1024,gpu,static_chunked,gpu,bucket,0,0.015460200607776642,0.0,0.0,0.20616600522771478,0.13278500409796834,0.22162620583549142,1.0173347604592313,1.0948805148843417,1.9073486328125e-06
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,1024,gpu,persistent_chunked,gpu,bucket,1,0.02244420051574707,0.0,0.0,0.20616600522771478,0.13278500409796834,0.22861020574346186,0.7007689790923519,1.0614321157180697,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,1024,gpu,persistent_chunked,gpu,bucket,4,0.028580299019813536,0.0,0.0,0.20616600522771478,0.13278500409796834,0.23474630424752832,0.5503161275905617,1.0336870483854737,1.52587890625e-05
