dtype,tasks,dim,num_transforms,mean_neighbors_target,max_neighbors,skew,filter_ratio,transform_active_ratio,early_exit_ratio,pareto_alpha,seed,total_edges,mean_count,p90_count,max_count,chunk_tokens,work_capacity,persistent_blocks,metadata_builder,variant,worklist_builder,order,ticket_batch_size,gpu_kernel_ms,cpu_preprocess_ms,h2d_metadata_ms,gpu_preprocess_ms,gpu_metadata_ms,end_to_end_ms,speedup_vs_static_node,end_to_end_speedup_vs_static_node,max_abs_diff
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,48,gpu,persistent_chunked,gpu,bucket,4,0.02701610028743744,0.0,0.0,0.20678700821008533,0.13295499957166612,0.23380310849752278,0.5799541736940765,0.9753339208288049,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,256,gpu,static_chunked,gpu,identity,0,0.015340100228786468,0.0,0.0,0.22857899602968246,0.13583099644165486,0.24391909625846891,1.0,1.0,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,256,gpu,static_chunked_fixed,fixed,identity,0,0.015484100580215454,0.0,0.0,0.2108350017806515,0.13583099644165486,0.22631910236086697,0.990700115212828,1.0777662765272844,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,256,gpu,persistent_chunked,gpu,identity,1,0.02223210036754608,0.0,0.0,0.22857899602968246,0.13583099644165486,0.25081109639722854,0.6899977948633049,0.9725211514252773,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,256,gpu,persistent_chunked,gpu,identity,4,0.02627210021018982,0.0,0.0,0.22857899602968246,0.13583099644165486,0.2548510962398723,0.5838931834934423,0.95710436351777,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,256,gpu,static_chunked,gpu,bucket,0,0.01528010070323944,0.0,0.0,0.21048499911557883,0.13583099644165486,0.22576509981881826,1.0039266446414392,1.0804109955622887,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,256,gpu,static_chunked_fixed,fixed,bucket,0,0.015464000403881073,0.0,0.0,0.1865679951151833,0.13583099644165486,0.20203199551906437,0.9919878316180392,1.2073290452424994,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,256,gpu,persistent_chunked,gpu,bucket,1,0.02193620055913925,0.0,0.0,0.21048499911557883,0.13583099644165486,0.23242119967471808,0.6993052505802032,1.0494700853443772,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,0,629,19.65625,37.7,85,32,2048,256,gpu,persistent_chunked,gpu,bucket,4,0.027084100246429443,0.0,0.0,0.21048499911557883,0.13583099644165486,0.23756909936200826,0.566387662473993,1.0267290523620858,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,48,gpu,static_chunked,gpu,identity,0,0.015955999493598938,0.0,0.0,0.22978201741352677,0.13601200771518052,0.2457380169071257,1.0,1.0,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,48,gpu,static_chunked_fixed,fixed,identity,0,0.015968100726604463,0.0,0.0,0.2103540173266083,0.13601200771518052,0.22632211805321276,0.9992421620321218,1.085788782028577,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,48,gpu,persistent_chunked,gpu,identity,1,0.02570819854736328,0.0,0.0,0.22978201741352677,0.13601200771518052,0.25549021596089005,0.6206580155432726,0.9618294617776785,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,48,gpu,persistent_chunked,gpu,identity,4,0.02863210141658783,0.0,0.0,0.22978201741352677,0.13601200771518052,0.2584141188301146,0.5572765778328421,0.9509465582593714,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,48,gpu,static_chunked,gpu,bucket,0,0.015504099428653717,0.0,0.0,0.21066601038910449,0.13601200771518052,0.2261701098177582,1.0291471340870046,1.0865185373307498,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,48,gpu,static_chunked_fixed,fixed,bucket,0,0.015595999360084534,0.0,0.0,0.1865290105342865,0.13601200771518052,0.20212500989437104,1.0230828512622132,1.2157724421908327,3.814697265625e-06
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,48,gpu,persistent_chunked,gpu,bucket,1,0.025744199752807617,0.0,0.0,0.21066601038910449,0.13601200771518052,0.2364102101419121,0.6197900749219756,1.0394560233232495,0.0
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,48,gpu,persistent_chunked,gpu,bucket,4,0.028536099195480346,0.0,0.0,0.21066601038910449,0.13601200771518052,0.23920210958458482,0.559151388712796,1.0273237862905624,9.5367431640625e-07
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,256,gpu,static_chunked,gpu,identity,0,0.015579999983310699,0.0,0.0,0.21418099640868604,0.13357700663618743,0.22976099639199674,1.0,1.0,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,256,gpu,static_chunked_fixed,fixed,identity,0,0.01584410071372986,0.0,0.0,0.18306300626136363,0.13357700663618743,0.19890710697509348,0.983331289342897,1.1551170789526726,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,256,gpu,persistent_chunked,gpu,identity,1,0.02247609943151474,0.0,0.0,0.21418099640868604,0.13357700663618743,0.23665709584020078,0.6931807732379617,0.9708603732175412,3.814697265625e-06
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,256,gpu,persistent_chunked,gpu,identity,4,0.028768199682235717,0.0,0.0,0.21418099640868604,0.13357700663618743,0.24294919609092175,0.5415702113932178,0.9457162241689846,7.62939453125e-06
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,256,gpu,static_chunked,gpu,bucket,0,0.015620000660419464,0.0,0.0,0.20632700761780143,0.13357700663618743,0.2219470082782209,0.9974391372972138,1.0352065485108077,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,256,gpu,static_chunked_fixed,fixed,bucket,0,0.015696099400520323,0.0,0.0,0.1846550003392622,0.13357700663618743,0.20035109973978252,0.9926032949813139,1.1467917904639007,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,256,gpu,persistent_chunked,gpu,bucket,1,0.02219209969043732,0.0,0.0,0.20632700761780143,0.13357700663618743,0.22851910730823874,0.7020516400268423,1.0054345087305232,1.52587890625e-05
fp16,32,64,8,32,256,0.95,0.6,0.5,0.5,1.3,1,1169,36.53125,53.400000000000055,245,32,2048,256,gpu,persistent_chunked,gpu,bucket,4,0.028424200415611268,0.0,0.0,0.20632700761780143,0.13357700663618743,0.2347512080334127,0.5481244768719609,0.9787425518138092,1.52587890625e-05
